0.005925883,0.005771619,0.000599328,0.012790647,0.000782098,0.00471578,0.015635221,0.006675481,0.01641378,0.010990272,0.018649263,0.019035309,0.036237234,0.054558384,0.008808392,0.004328021,0.064249886,0.183926846,0.075955266,0.049346266,0.001440297,0.01302599,0.001753642,0.01162819,2.846363636
0.003744188,0.001947121,0.000781286,0.005665875,0.001049608,0.00515481,0.005588107,0.002355616,0.005633492,0.005061364,0.015432632,0.027548532,0.047087396,0.034744588,0.004851419,0.002919228,0.065267812,0.151959891,0.073343673,0.049643271,0.002194625,0.015930934,0.000644499,0.013304616,2.861538461
0.00032875,0.001525098,7.22e-06,0.006622633,0.00144605,0.003823448,0.007702841,0.004811609,0.011303096,0.011236632,0.034025223,0.004138669,0.097955682,0.051353211,0.000771391,6.56e-05,0.032315307,0.21973804,0.048021522,0.015370847,0.00023474,0.038905556,0.016649364,0.017304928,2.895419202
0.000344562,0.001535352,1.33e-05,0.006661285,0.001448667,0.003723127,0.007734305,0.004734671,0.011622006,0.011551506,0.034892401,0.004158565,0.098460511,0.051717366,0.000747279,5.91e-05,0.031289336,0.217602893,0.046835353,0.01458679,0.000257028,0.039809151,0.0150618,0.0159176,2.895419202
0.001452076,0.014182667,0.002924175,0.024630235,0.000968654,0.005745206,0.029951929,0.016141798,0.029241419,0.020249909,0.027010993,0.009130803,0.055157237,0.119751497,0.005868236,0.002536967,0.059458006,0.160134929,0.071200936,0.049131586,0.000747715,0.015930661,0.015218694,0.019106911,2.940144115
0.006143299,0.012813833,0.003533534,0.019802814,0.001724869,0.006864016,0.023659583,0.012612214,0.026015616,0.019434121,0.026633731,0.023691913,0.039443889,0.064143249,0.008940372,0.004456914,0.064011892,0.11475565,0.073012625,0.057109228,0.000518205,0.015864272,0.003706482,0.012732401,2.951561893
0.006049665,0.013570381,0.003889304,0.021061812,0.002157778,0.008342171,0.024924599,0.013291214,0.026617417,0.019915718,0.027437102,0.025861607,0.033539002,0.062997018,0.008508914,0.004560455,0.063601836,0.109678266,0.072021148,0.057107212,0.000297322,0.016472279,0.002328022,0.010727677,2.953262102
0.005270908,0.015970597,0.004913037,0.024857729,0.00269633,0.009980593,0.029224684,0.015912811,0.030413035,0.022532269,0.03014425,0.030850121,0.033974781,0.070486935,0.00820978,0.004556305,0.066636268,0.101234869,0.074268187,0.062071083,0.000344029,0.017127992,0.001542044,0.009866237,4.294791666
0.005004147,0.016444907,0.005077086,0.025507051,0.002483901,0.00922225,0.030124242,0.016563511,0.03182711,0.023468423,0.030885783,0.031141238,0.041462375,0.074353899,0.008582303,0.004460446,0.068406023,0.102630475,0.076311994,0.064547798,0.000614266,0.016970441,0.002363364,0.011465432,2.976895307
0.005975234,0.013619282,0.003890313,0.021086851,0.002003309,0.007814083,0.025038054,0.013413449,0.027039282,0.020186479,0.027599438,0.025602803,0.037388237,0.064388075,0.00872678,0.004511059,0.06427079,0.111096101,0.072896988,0.057984459,0.0004337,0.016336659,0.00281875,0.011628216,2.953262102
2.22E-05,0.003179907,2.08e-07,0.006188013,0.001555227,0.002638829,0.007610035,0.004423901,0.015333642,0.015109055,0.042308985,0.004703699,0.102616601,0.056043906,0.000411163,9.25e-05,0.02180748,0.201180612,0.038395913,0.00719995,0.000202598,0.048057803,0.00091078,0.004486279,2.905350579
0.000379487,0.002056116,5.27e-05,0.006833274,0.001489048,0.002790991,0.007902962,0.004136005,0.014735939,0.014605338,0.042590898,0.004410535,0.102862435,0.055281301,0.000484811,2.36e-05,0.022006704,0.198958607,0.036762908,0.007457135,0.000388214,0.047992019,0.000799776,0.003698199,2.848864767
0.003829696,0.00101454,0.000394633,0.00454676,0.000914429,0.004804516,0.004302962,0.001481498,0.004247197,0.003952655,0.014357295,0.026523623,0.046351606,0.032868409,0.004848172,0.002909494,0.064843185,0.158747596,0.073223836,0.048250255,0.002254846,0.015607713,0.000556643,0.013254903,2.846363636
0.005734703,0.006084226,0.000842375,0.013003076,0.000880156,0.004953569,0.015759457,0.006921313,0.01655149,0.01127322,0.019086305,0.02019495,0.037373845,0.054409502,0.008556392,0.004243435,0.064569306,0.177813632,0.075859374,0.050198895,0.001452672,0.01340583,0.001735034,0.011765525,2.920860326
2.28E-05,0.00332066,1.07e-07,0.006217568,0.001549946,0.002670693,0.007567153,0.004438154,0.015418787,0.015201922,0.042233875,0.004677243,0.102484627,0.056115391,0.000375182,9.68e-05,0.021875422,0.201121689,0.038627109,0.007245479,0.00018038,0.048063206,0.000975336,0.004597945,2.905350579
6.76E-05,0.002268045,7.89e-06,0.006116475,0.001574696,0.002487731,0.007881113,0.004307869,0.014793206,0.01453977,0.042752333,0.004806446,0.103361645,0.055554683,0.00061519,5.98e-05,0.021468259,0.201195913,0.036927088,0.006989461,0.000347654,0.048019715,0.000547594,0.003776933,2.862948716
0.005012261,0.007045885,0.00203784,0.012231672,0.001335321,0.005889889,0.014016373,0.007117887,0.015230051,0.01185144,0.020725466,0.025252324,0.043293149,0.047683873,0.006879671,0.003684005,0.064188181,0.134554271,0.072790649,0.052686791,0.001360198,0.015924293,0.002041274,0.012952662,2.991957104
0.003879348,0.003710015,0.001305022,0.008078522,0.001208817,0.005597164,0.008577313,0.004094152,0.008851216,0.007319185,0.017325523,0.027995567,0.04685297,0.039711647,0.005319762,0.003098064,0.065747103,0.146137917,0.07381869,0.051572186,0.002021324,0.01604611,0.000898343,0.013178216,4.405263158
0.005161386,0.006477914,0.00181238,0.011363813,0.00124564,0.005627807,0.01300557,0.006499325,0.014257067,0.01118109,0.020075653,0.024319921,0.042684182,0.045770177,0.006876756,0.003680759,0.063492122,0.136305479,0.072214352,0.051508411,0.001342847,0.015812555,0.002105032,0.012996379,2.991957104
0.003643013,0.00062749,0.000389238,0.003859864,0.000930432,0.004823683,0.003350509,0.001054218,0.003224833,0.00337125,0.01401569,0.027213899,0.047262878,0.031026449,0.004500836,0.002785359,0.064909035,0.156317985,0.072988093,0.048199363,0.002324352,0.015844718,0.000454482,0.013399234,2.861538461
0.001184002,0.001759442,0.000223763,0.005886985,0.000926059,0.004206092,0.006741348,0.003136275,0.006204277,0.004969624,0.015740442,0.003775234,0.087141555,0.057954279,0.001923271,0.00072348,0.041102397,0.154073119,0.052203498,0.02488636,0.001457293,0.017564638,0.009931443,0.016433948,3.140595834
0.003218271,0.001634239,7.15e-05,0.004841303,0.00088558,0.004307343,0.005372676,0.002635527,0.006006539,0.005893355,0.017718345,0.006409864,0.069463608,0.04453371,0.003738559,0.001612281,0.041098178,0.152502887,0.051803838,0.025699351,0.001390942,0.019706171,0.009380773,0.015852001,3.005860131
